ID,Evidence level,Family,Experiment,Result,Verdict,Primary source,Status,Evidence tier,Overlap cluster,Update batch
C65,Consolidated exact-geometry evidence,Network-specific coresets,Fixed structured support-library coverage and completed selector closures,"A deterministic128-support library contained a primary-gate support on every fully resolved network; frozen top8 covered30/32 training,8/8 development and15/16 exposed validation. Final-coordinate sketches, learned rankers and early Gramian rules each passed only6/8 development with unsafe tails.",Support existence and offline codebooks are validated; completed selector representations are closed. Preserve libraries and exact labels.,PATH5_CONSOLIDATED_RESULTS_REPORT_20260729.md,Positive existence / selectors closed,Exact geometry synthetic,Network-specific coresets,Latest Path5 consolidation
C66,Preregistered large-corpus campaign,Network-specific coresets,Joint invariant-indexed codebook and weight-only selector campaign,"Campaign uses512 positive bounded supports, training seeds70000–70127 and sealed holdout71000–71031. Smoke network had182/512 primary-gate supports. No training or holdout result was available at cutoff.","In progress. Do not infer success or open the sealed holdout until codebook, selector, thresholds and fallback are frozen.",PATH5_CONSOLIDATED_RESULTS_REPORT_20260729.md,In progress / no result,Exact geometry synthetic planned N=128+32,Network-specific coresets,Latest Path5 consolidation
M130,Fresh 24-network full-width ablation plus high-reference exact-center diagnostic,Sparse lower-order anchor,Independent selected pair-moment estimation,"Exact-center exact pairs scored0.889350 and primary-cloud pairs0.889914. With a full-companion center and128 probes at alpha0.50, independent pairs scored0.726008,20/24,worst1.231 versus primary pairs0.726019,20/24,worst1.235; paired ratio difference -0.000010 with bootstrap95%[-0.000390,+0.000366]. Median pair increment was0.174% of correction norm and full-versus-primary-pair cosine0.999999479. Alpha0.20 was safer at23/24,worst1.012 but raw0.790.",Close independent pair-moment estimation as a standalone Path1 branch. Retain only fused primary-cloud accumulation of128 diagonal s_p and128 row-direction t_p. Estimate the256 selected center contractions externally.,PAIR_TARGET_DERIVATION.md / DECISION(4).md,Closed standalone / module retained,Full-width synthetic N=24 plus high-reference diagnostic,Sparse lower-order center,Latest markdown rereview
M131,Preregistered compatibility execution; hard-stopped after5 new base networks,Kerdock allocation / legal scalar anchor,Actual fixed112 legal-anchor package,The preregistered package stopped when guarded worst reached1.578572 above the1.25 hard stop. The frozen guard marked every opened rotation safe and caught none of8 fixed112 harmful cases. Fixed112 scalar rescue pooled raw1.013228 and adjusted0.896245 but amplified tails; baseline-only fixed112 worst was1.715077. Exact K32 at112 remained strong.,Close this fixed112 scalar-anchor package and preserve the production129-basis baseline. The favorable adjusted mean cannot override the hard tail stop. Reopen Path4 only after a different legal anchor first passes at129 with safe tails.,DECISION(3).md,Closed by preregistered hard stop,5 new base networks; remaining planned IDs unopened,Kerdock allocation / scalar rescue,Latest markdown rereview
M132,Preregistered 32-base ×3-rotation grouped study,Legal signed anchor / partial MUB,112+17 partial-MUB with paired safety layer,"Frozen absolute/paired/zero policy failed untouched validation: raw1.120,4/8 grouped wins,row worst2.630,group worst1.819,grouped CI[0.985,1.308],projected adjusted lower bound1.143. Calibration set paired-4 substitution coefficient to zero; paired probes did not identify broad severe failures.","Close this paired-safety architecture. Do not retune amplitude, paired substitution, nested convergence, basis removal or simple legal confidence gates. The repair channel remains large, but phase/scale is unobserved.",REPORT(10).md / Priority1 paired-safety artifacts,Closed immutable safety architecture,"32 new base networks,96 grouped rotations",Legal signed anchor / partial MUB,Post-v11 markdown synthesis
M133,Fresh 5-base ×3-rotation P32/P128 compatibility study,Legal signed anchor / paired phase,Target-free paired-block selector,"A P32 selector appeared successful but collapsed at production P128. No fixed,adaptive,diversity,codebook or tiny learned selector met75% severe recall and20% false suppression. Best low-false-suppression extension had62.5% recall,raw1.0121,worst2.573; raw-improving rules suppressed42.9–57.1% of safe cases.",Close tested paired-block ranking and cosine/two-statistic safety rules. Retain paired blocks only as diagnostic objects for a qualitatively different observable.,Path1_PairedBlockSelector REPORT.md / DECISION(7).md,Closed tested selector architecture,"5 base networks ×3 rotations, P32 then P128",Legal signed anchor / paired phase,Post-v11 markdown synthesis
M134,Fresh 8-base ×3-rotation preregistered confirmation,Legal signed anchor / orientation codebook,Eight coherent 17-basis companion orientations,"Oracle best-of-eight scored0.596 raw,0.651 adjusted proxy,21/24,worst1.241, but legal norm/paired selectors scored1.008–1.018 raw with2.10–2.50 worst. Consistency fallback corrected only4/24 and adjusted1.067. Orientation identity was rotation-specific.",Close tested orientation-selection architecture and codebook expansion. Preserve eight-way oracle labels only as mechanism data; no more orientations without a new observable.,PRIORITY6_REPORT.md,Closed selector / oracle ceiling retained,8 new base networks ×3 rotations,Legal signed anchor / orientation codebook,Post-v11 markdown synthesis
M135,18 new base networks ×3 rotations with independent refined targets,Legal signed anchor / uncertainty,Nested c2/c4/c8/c12/c17 convergence certificate,"Calibration failed at16.7% severe recall and100% false suppression after target refinement; validation frozen rule reached63.6% recall and50% false suppression. Severe cases often had smooth convergence with median cos(c12,c17)=0.888.","Close nested convergence, extrapolation, trimming and prefix choice as standalone safety signals. Retain prefix arrays and basis influences only as free diagnostic features.",NestedPartialMUB REPORT.md,Closed standalone uncertainty certificate,18 bases ×3 rotations; validation IDs5013–5017,Legal signed anchor / uncertainty,Post-v11 markdown synthesis
M136,Exposed 24-network direct32 companion block,Sparse lower-order center,Orthogonalized selected center contractions,"Best budget-relevant 16-basis first-layer cross-fitted GREG scored0.8230,21/24,worst1.207 and projected21.4B added; tail-bounded scale0.8427,worst1.150. Only sub-14B arm scored0.9409,14/24,worst1.235. Full129 companion reached≈0.703 but cost≈165B added.","Close standalone orthogonalized center estimator. Retain the256-scalar center API, primary pair accumulator and first-layer scalar CF-GREG only as a nearly free ablation inside another accepted companion package.",PRIORITY7_REPORT.md,Scoped closure / module retained,Exposed width256 N=24,Sparse lower-order center,Post-v11 markdown synthesis
M137,Sequential frozen 16-network primary evaluation plus12-base×2-rotation audit,Legal signed anchor / analytic companion blend,Weak analytic transport plus compact/partial companion,"Compact frozen convex blend scored0.8412 on16 primary-orientation networks and0.8790 on24 grouped rotations, but projected adjusted≈0.991 tied analytic/companion alone and worst1.173 exceeded the companion's1.154. Partial-MUB combinations retained tails to1.84–5.8. Error cross-cosines remained0.84–0.93.","Close analytic–companion control-variate architecture. Retain transport as a feature and compact blend as a diagnostic only; no partial-MUB blends, residual subtraction or agreement gates.",PRIORITY8_FINAL_REPORT.md / DECISION.md,Closed deployable combination / diagnostics retained,16 sequential frozen +12 bases×2 rotations,Legal signed anchor / analytic companion,Post-v11 markdown synthesis
M138,Exposed compact24 and partial-MUB archives,Learned sign/scale/abstention,Tiny residual/gate precondition audit,"No eligible frozen anchor or row-aligned legal feature corpus exists. Compact discrete oracle bounded scale reached0.7726 raw/0.8622 adjusted proxy with five zero actions, but historical confidence features corrected all five losing cases and remained adjusted-negative. No model was validly trainable.",Close learning at the current state. Reopen only after an anchor-plus-safety package independently passes and creates a new grouped feature corpus; then compare a simple bounded three-action rule before any encoder.,Priority10 REPORT(6).md,Blocked/scoped closure,Exposed compact24 and partial-MUB data,Learned residual / gate,Post-v11 markdown synthesis
M139,24 validation bases ×3 rotations plus independent reference audit,Network-specific lower-defect factorization,Low-rank subspace and signed coefficient prediction,"Exact per-network rank2 scored0.4301 and legal beta_bar rank2 subspace with oracle coefficients0.6582, but predicted signed coefficients scored0.9993 with mean cosine0.027; direct vector learner1.0541. Independent labels were too noisy for promotion.","Retain the128×256 contribution representation and beta_bar SVD subspace. Close tested coefficient-learning, template and codebook families; require high-precision independent labels or an analytic phase estimator before reopening.",DECISION(5).md,Module retained / learned family closed,24 bases×3 rotations; independent audit,Network-specific factorization,Post-v11 markdown synthesis
C67,128 training bases×3 rotations and32 frozen validation bases×3 rotations,Network-specific coresets,Final joint support-codebook and selector campaign,"A16-support sublibrary had oracle passing support on96/96 validation rotations, but selector passed43/96 and frozen/uniform weights passed0/96; mean frozen-weight error was≈7157× oracle best. Terminal/protected holdouts remained unopened.","Close Path5. Preserve support generators, compact codebooks and exact oracle labels only. Reopen only with a fundamentally new observable predicting both support identity and bounded calibration.",DECISION(6).md,Path closed / oracle assets retained,"384 train rotations,96 frozen validation rotations",Network-specific coresets,Post-v11 markdown synthesis
M140,Public-source audit plus reduced synthetic width sweep,Public/competitor reconnaissance,Public baselines and terminal moment closure,"The first public audit found no legitimate method replacing the canonical package. Exact fourth-order terminal closure had a2.7094e-8 oracle floor but same-cloud moments were neutral. A later continuation, M149, explains much of the visible frontier through high-row sampling plus underinstrumented native compute.",Retain exact-moment closure as an oracle mechanism; use M149 for current leaderboard interpretation. Close public sampling/control and same-cloud closure as primary branches.,REPORT(11).md / REPORT(14).md,Reconnaissance complete / modules retained,Public evidence plus width256 synthetic screen,Public methods / moment closure,Post-v11 markdown synthesis
